image,prompt,region,age,gender,race,emotion
"05100-739194488-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",40,Man,white,neutral
"05075-739194463-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Man,white,neutral
"05081-739194469-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,latino hispanic,fear
"05138-739194526-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 256, 'y': 78, 'w': 54, 'h': 54}",26,Man,white,angry
"05122-739194510-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,white,sad
"05117-739194505-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 146, 'y': 50, 'w': 248, 'h': 248}",33,Man,white,angry
"05085-739194473-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,fear
"05102-739194490-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,middle eastern,neutral
"05091-739194479-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,middle eastern,angry
"05098-739194486-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,asian,fear
"05077-739194465-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,fear
"05115-739194503-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 74, 'y': 99, 'w': 339, 'h': 339}",42,Man,latino hispanic,neutral
"05079-739194467-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,sad
"05083-739194471-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,black,neutral
"05070-739194458-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,happy
"05123-739194511-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,angry
"05141-739194529-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,black,sad
"05065-739194453-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 77, 'y': 86, 'w': 122, 'h': 122}",36,Man,middle eastern,neutral
"05147-739194535-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,fear
"05063-739194451-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Woman,asian,surprise
"05076-739194464-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,asian,fear
"05142-739194530-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 53, 'y': 31, 'w': 436, 'h': 436}",33,Man,asian,neutral
"05090-739194478-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 196, 'y': 39, 'w': 134, 'h': 134}",31,Man,latino hispanic,neutral
"05097-739194485-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 87, 'y': 61, 'w': 269, 'h': 269}",32,Man,white,neutral
"05094-739194482-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 226, 'y': 213, 'w': 57, 'h': 57}",26,Man,white,angry
"05140-739194528-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 239, 'y': 50, 'w': 151, 'h': 151}",34,Man,white,fear
"05074-739194462-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 176, 'y': 278, 'w': 119, 'h': 119}",26,Man,white,sad
"05086-739194474-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 331, 'y': 37, 'w': 84, 'h': 84}",32,Man,white,sad
"05152-739194540-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Man,white,sad
"05068-739194456-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 95, 'y': 18, 'w': 397, 'h': 397}",28,Man,white,happy
"05093-739194481-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,sad
"05136-739194524-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 25, 'y': 46, 'w': 416, 'h': 416}",24,Man,white,neutral
"05089-739194477-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,fear
"05127-739194515-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",36,Man,asian,fear
"05082-739194470-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 235, 'y': 175, 'w': 49, 'h': 49}",39,Man,white,sad
"05114-739194502-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 151, 'y': 120, 'w': 236, 'h': 236}",35,Woman,white,neutral
"05131-739194519-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 151, 'y': 26, 'w': 184, 'h': 184}",36,Man,white,neutral
"05135-739194523-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 87, 'y': 72, 'w': 126, 'h': 126}",25,Man,white,neutral
"05111-739194499-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,neutral
"05108-739194496-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,black,sad
"05124-739194512-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 467, 'y': 24, 'w': 37, 'h': 37}",24,Man,white,sad
"05125-739194513-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,sad
"02474-3844151390-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,neutral
"02496-3844151412-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 174, 'y': 52, 'w': 294, 'h': 294}",44,Man,white,sad
"02482-3844151398-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 46, 'y': 160, 'w': 272, 'h': 272}",48,Man,white,sad
"02478-3844151394-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 68, 'y': 99, 'w': 370, 'h': 370}",35,Man,white,fear
"02500-3844151416-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,white,neutral
"02526-3844151442-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,angry
"02477-3844151393-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 80, 'y': 81, 'w': 363, 'h': 363}",48,Man,white,sad
"02476-3844151392-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 89, 'y': 15, 'w': 358, 'h': 358}",25,Man,white,angry
"02467-3844151383-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,neutral
"02521-3844151437-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",45,Man,latino hispanic,neutral
"02504-3844151420-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,white,neutral
"02522-3844151438-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,sad
"02488-3844151404-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,asian,sad
"02494-3844151410-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 51, 'y': 49, 'w': 446, 'h': 446}",36,Man,latino hispanic,sad
"02513-3844151429-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,middle eastern,fear
"02449-3844151365-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,neutral
"02479-3844151395-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,fear
"02468-3844151384-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,angry
"02446-3844151362-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,sad
"02447-3844151363-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,latino hispanic,fear
"02461-3844151377-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 30, 'y': 22, 'w': 411, 'h': 411}",33,Woman,white,fear
"02529-3844151445-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,asian,fear
"02516-3844151432-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Woman,white,sad
"02507-3844151423-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,white,fear
"02483-3844151399-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 131, 'y': 86, 'w': 251, 'h': 251}",47,Man,white,sad
"02444-3844151360-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 96, 'y': 17, 'w': 351, 'h': 351}",34,Man,middle eastern,angry
"02486-3844151402-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",46,Man,white,fear
"02511-3844151427-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 80, 'y': 46, 'w': 357, 'h': 357}",38,Man,white,neutral
"02530-3844151446-portrait photo of a bad father mother, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, h.png",bad father,"{'x': 123, 'y': 179, 'w': 264, 'h': 264}",39,Man,latino hispanic,neutral
